record_id,tsv_index,shuffled_rank,question,msc_code,domain,raw_response,model,latency_sec,timestamp
239,239,518,What is the average of all the values in the table?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,3.995556375,2025-11-19T11:19:17.783630+00:00
362,362,521,"What is the average 'All F1_mean' value for λ = 0, 0.1, and 10?",62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,2.743874292,2025-11-19T11:19:19.010250+00:00
6689,6689,520,What is the sum of all Baseline Time values for both models?,0,General and overarching topics; collections,"MSC code: 00
Domain: General and overarching topics; collections",gpt-5-mini,4.619681416,2025-11-19T11:19:19.935775+00:00
7216,7216,523,Which method shows the most consistent performance across both datasets for the logP MSE metric?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,3.0848855,2025-11-19T11:19:20.393771+00:00
3748,3748,519,Which coefficient # has the smallest ∆$_{ijαβ}$ (case A)?,15,Linear and multilinear algebra; matrix theory,"MSC code: 15
Domain: Linear and multilinear algebra; matrix theory",gpt-5-mini,7.194032334,2025-11-19T11:19:21.673075+00:00
721,721,522,What is the difference between the maximum value of M$_{0}$ and the minimum value of κ?,26,Real functions,"MSC code: 26
Domain: Real functions",gpt-5-mini,5.390590333,2025-11-19T11:19:21.815054+00:00
3790,3790,525,Which model type has the highest average cost for 'HO' velocity?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,4.581916834,2025-11-19T11:19:23.593531+00:00
3161,3161,524,Which GP model has the highest maximal number of local GP models?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,6.111704917,2025-11-19T11:19:23.897227+00:00
6429,6429,526,What is the difference in accuracy between RSKNN and the next best classifier at 15 dB(test)?,94,"Information and communication, circuits","MSC code: 94
Domain: Information and communication, circuits",gpt-5-mini,4.952407375,2025-11-19T11:19:24.889573+00:00
4130,4130,529,What is the difference between the training step value at 300k for UViT and DCTdiff (m = 9)?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,3.786125041,2025-11-19T11:19:25.602251+00:00
6860,6860,527,What is the difference between the mean values for ROSKA and ROSKA-U on the Ant task?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,5.514782417,2025-11-19T11:19:25.910022+00:00
5098,5098,531,What is the difference between the freMTPL values for XGBoostLSS and NGBoost?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,3.006244875,2025-11-19T11:19:26.904290+00:00
6313,6313,528,What is the difference in 2/γ_th between Device B and Device A?,78,"Optics, electromagnetic theory","MSC code: 78
Domain: Optics, electromagnetic theory",gpt-5-mini,5.353256708,2025-11-19T11:19:27.027678+00:00
3736,3736,530,For which Q value is the 'N' value closest to 0.5?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,4.077535375,2025-11-19T11:19:27.672030+00:00
4128,4128,532,What is the value of the standard deviation of initial LOS error κ?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,3.958450917,2025-11-19T11:19:28.848845+00:00
4423,4423,533,Which method has the smallest standard deviation on the ogbn-arxiv dataset?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,3.353904834,2025-11-19T11:19:28.956934+00:00
4915,4915,534,What is the average L_qt value across all three models?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,3.068367792,2025-11-19T11:19:28.979069+00:00
1387,1387,535,Which model has the highest F1 score for Human PD?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,3.612656375,2025-11-19T11:19:30.517913+00:00
1820,1820,536,Which operation has an action value closest to 0.8?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,4.12223375,2025-11-19T11:19:31.150745+00:00
4644,4644,540,"What is the average percentage difference between 'BeT' and 'BeT modified version' across all tasks, rounded to the nearest whole number?",62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,2.717361625,2025-11-19T11:19:31.696931+00:00
5289,5289,538,"Based on the table, has this work been accepted for publication?",98,None of above,"MSC code: 98
Domain: None of above",gpt-5-mini,2.983851833,2025-11-19T11:19:31.833295+00:00
5808,5808,537,What is the total number of parameters for all single-language models combined?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,4.329620417,2025-11-19T11:19:32.002597+00:00
3885,3885,539,Which configuration has the highest Recall value?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,4.651571541,2025-11-19T11:19:33.609352+00:00
1876,1876,542,How many more Attention Heads does the Manipulator have compared to the VQ Encoder?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,3.078078042,2025-11-19T11:19:34.229415+00:00
5108,5108,541,How many single-language models are listed?,5,Combinatorics,"MSC code: 05
Domain: Combinatorics",gpt-5-mini,3.807133125,2025-11-19T11:19:34.325686+00:00
7561,7561,543,What is the difference between the highest and lowest Best MJ Interactions values?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,3.438537625,2025-11-19T11:19:35.136074+00:00
3956,3956,546,Calculate the average of the 'R' values for Mouse muscle 21 °C and Human skinned fibre 12 °C.,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,3.420669,2025-11-19T11:19:37.030796+00:00
2791,2791,547,Which cell type in the second column has a proportion closest to 0.004?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,3.679104167,2025-11-19T11:19:37.909013+00:00
5197,5197,549,What is the sum of the values for all entries that start with 'PEOE_'?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,3.349330708,2025-11-19T11:19:38.485888+00:00
7237,7237,548,Which method has the highest mean value for the 'close jar' task?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,5.409262292,2025-11-19T11:19:39.735645+00:00
4105,4105,544,Which entry has the smallest difference between 'd c 2 l best (I)' and '(m) (II)'?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,8.690784708,2025-11-19T11:19:40.525135+00:00
6528,6528,551,What is the highest Acceptance Rate for β' = 20?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,3.369385708,2025-11-19T11:19:41.278864+00:00
4835,4835,552,What percentage improvement in FID score does the best strategy achieve compared to the worst?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,3.10995625,2025-11-19T11:19:41.596295+00:00
2460,2460,545,What is the average of the values in the 'ϵ Crt S' row under columns 1.594E5 and 4.95E5?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,9.831633458,2025-11-19T11:19:41.835404+00:00
2919,2919,553,What is the average ARI † value for Scenario 8 and Scenario 8 blinking?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,3.49143625,2025-11-19T11:19:43.227484+00:00
2333,2333,550,What is the difference between 'Action Top-5' for λ = 0.1 and 'All F1_mean' for λ = 1?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,6.861392708,2025-11-19T11:19:43.892813+00:00
1070,1070,554,In which appendix can you find comparisons with sparsity-based deconfounding strategies?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,3.683932125,2025-11-19T11:19:44.209523+00:00
5503,5503,555,How many datasets have a higher value for 'MxDNA' than for '1-mer'?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,3.387927208,2025-11-19T11:19:44.667178+00:00
6704,6704,557,What is the difference between GraphCapsNet's F1score on the UCI dataset and its Precision on the Custom dataset?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,4.471372959,2025-11-19T11:19:46.307233+00:00
3725,3725,556,Which method has the highest score in Subject Consistency?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,5.154419917,2025-11-19T11:19:46.751152+00:00
1464,1464,559,What is the difference in mIoU (%) for Segmentation between 'All' and '×'?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,3.084548291,2025-11-19T11:19:46.977744+00:00
3196,3196,558,Which model has the highest KL Divergence value for the immune type?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,4.258307208,2025-11-19T11:19:47.486216+00:00
5173,5173,560,Which technique uses elongation as its shear/compression-elongation method?,74,Mechanics of deformable solids,"MSC code: 74
Domain: Mechanics of deformable solids",gpt-5-mini,3.495766167,2025-11-19T11:19:47.705670+00:00
197,197,561,Which #Tokens has the same VQ-VAE L_rec value for both Latent Dim. = 64 and Latent Dim. = 8?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,3.790345667,2025-11-19T11:19:48.457836+00:00
3925,3925,564,Which method has the lowest FID value?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,3.527641708,2025-11-19T11:19:50.505719+00:00
3178,3178,567,"What is the total capacity of trucks 3 and 9 in link (j, k), j ∈ O$_{s}$, k ∈ P?",90,"Operations research, mathematical programming","MSC code: 90
Domain: Operations research, mathematical programming",gpt-5-mini,2.817692167,2025-11-19T11:19:51.275819+00:00
7565,7565,566,What is the difference between the error for 'pick shape' and 'push' in meters?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,3.575387333,2025-11-19T11:19:51.281432+00:00
6254,6254,565,What is the difference between the highest and lowest task scores when expressed as decimals?,97,Mathematics education,"MSC code: 97
Domain: Mathematics education",gpt-5-mini,5.663870417,2025-11-19T11:19:53.150411+00:00
226,226,568,Which dimension is concerned with 'reusability'?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,3.215324583,2025-11-19T11:19:53.721283+00:00
191,191,563,What is the ratio of ˆ µ$_{C}$$_{v}$ for µ = 1.50 to µ = 1.00?,80,"Classical thermodynamics, heat transfer","MSC code: 80
Domain: Classical thermodynamics, heat transfer",gpt-5-mini,7.079266833,2025-11-19T11:19:53.830824+00:00
7096,7096,569,How many featurizers have names containing the word 'fingerprints'?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,2.7670915,2025-11-19T11:19:54.043176+00:00
4696,4696,570,Which method has the highest score for the HPC HVG metric?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,5.045401041,2025-11-19T11:19:56.327316+00:00
38,38,573,What is the σ$_{stat}$ value range for 'this study' with SC (per axis) = 10?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,2.685935875,2025-11-19T11:19:56.516979+00:00
5799,5799,571,What is the difference between the highest and lowest top-1 scores for the TLC-finetuning approach?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,3.952581417,2025-11-19T11:19:57.104774+00:00
1921,1921,562,What is the average standard deviation for tasks with a median length over 300?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,10.916425,2025-11-19T11:19:57.224229+00:00
2040,2040,574,What is the average mIoU for the COCO dataset across all modalities?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,4.062821417,2025-11-19T11:19:58.106282+00:00
2999,2999,577,Which model has the closest 'Motion Smooth.' score to the average 'Motion Smooth.' score of all models?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,2.599125667,2025-11-19T11:19:59.704149+00:00
7363,7363,576,How many methods have a higher cross-domain performance than in-domain performance?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,3.819468917,2025-11-19T11:20:00.336746+00:00
2825,2825,572,What is the sum of all scores for the Reject Sampling strategy?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,7.333205916,2025-11-19T11:20:01.054839+00:00
6520,6520,575,What is the maximum improvement in mIoU when adding a single method to the Cartesian + Polar combination?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,4.732275542,2025-11-19T11:20:01.059924+00:00
3225,3225,579,What is the difference in SSIM for Standard Assets between 'IllumiNeRF [55] w/ known light' and 'NeROIC [25]'?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,3.649241042,2025-11-19T11:20:01.755756+00:00
4014,4014,580,Which independent variable is associated with the Max. Mean 'Yes 3'?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,4.452014708,2025-11-19T11:20:04.159458+00:00
3115,3115,582,Which method has the closest FPS to 800?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,3.522754542,2025-11-19T11:20:04.579152+00:00
1263,1263,578,"If the overlap percentage decreases from 96% to 52%, how much does the battery life increase?",0,General and overarching topics; collections,"MSC code: 00
Domain: General and overarching topics; collections",gpt-5-mini,8.555142625,2025-11-19T11:20:05.779645+00:00
1442,1442,584,"If you were to choose an architecture with the lowest MEAN value, which one would it be?",62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,4.301067042,2025-11-19T11:20:06.056989+00:00
6123,6123,585,What is the difference between the TRUTHFUL percentages for MMBench (Prompting) and SEED-Bench (Prompting) for LLaVA-7B?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,3.919087042,2025-11-19T11:20:08.078764+00:00
2064,2064,583,Which language model has the largest number of parameters?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,7.552676375,2025-11-19T11:20:08.613105+00:00
3560,3560,581,"If Gen 2 had 10,000 more tokens, what would its new token count be?",98,None of above,"MSC code: 98
Domain: None of above",gpt-5-mini,8.633030667,2025-11-19T11:20:08.970141+00:00
1842,1842,586,Which model has the highest score in Novelty?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,4.451477708,2025-11-19T11:20:09.030870+00:00
6787,6787,587,Which method has the highest performance for CIFAR10-LT when ψ = 0.3 and γ = 50?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,4.002572667,2025-11-19T11:20:09.782438+00:00
2988,2988,588,What is the highest AES value recorded in the table?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,4.339827084,2025-11-19T11:20:10.397173+00:00
1138,1138,589,What is the sum of the training step values at 200k for DCTdiff (m = 0) and DCTdiff (m = 8)?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,3.503277542,2025-11-19T11:20:11.582348+00:00
7779,7779,591,What is the sum of the Avg. rank values for the models with the highest and lowest WorkComp values?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,3.450785584,2025-11-19T11:20:12.421100+00:00
6774,6774,593,Which model has the highest Latent Size D_e?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,3.467259583,2025-11-19T11:20:13.249851+00:00
530,530,592,What is the sum of the 'K-mer length' for entries on chromosome chrX?,92,Biology and other natural sciences,"MSC code: 92
Domain: Biology and other natural sciences",gpt-5-mini,4.673153084,2025-11-19T11:20:13.704186+00:00
613,613,595,What is the average RSME for WSiP for prediction durations 3s and 4s?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,3.294785167,2025-11-19T11:20:14.877400+00:00
4766,4766,590,"By what factor does the shortest tokenized length increase between the 120,000 bp and 700,000 bp sequences?",68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,7.051790875,2025-11-19T11:20:15.665214+00:00
6817,6817,596,How many tasks have a BeT score above 50%?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,3.5490985,2025-11-19T11:20:15.970469+00:00
2845,2845,594,Calculate the difference in RTF between the spectrogram and wave settings.,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,6.9881625,2025-11-19T11:20:17.386457+00:00
3979,3979,597,For which model is the SR ↓ value in L3 equal to the SR ↓ value in L4?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,5.003853375,2025-11-19T11:20:18.255138+00:00
7010,7010,600,What is the trend for FG-ARI scores as the number of slots increases?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,3.15298875,2025-11-19T11:20:18.818899+00:00
4555,4555,601,What is the total number of data samples for GP model 1 and GP model 3?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,2.917888542,2025-11-19T11:20:18.888479+00:00
5086,5086,598,What is the difference between the highest and lowest average scores for UMPIRE-ADAPTER methods?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,5.379224584,2025-11-19T11:20:19.083620+00:00
3567,3567,602,Which species has an Avoidmer threshold closest to the average of all listed species?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,3.875641625,2025-11-19T11:20:21.262250+00:00
7599,7599,599,Which PDB ID has the lowest absolute value for MJ: QUBO?,90,"Operations research, mathematical programming","MSC code: 90
Domain: Operations research, mathematical programming",gpt-5-mini,7.065956042,2025-11-19T11:20:21.943559+00:00
2124,2124,606,Is the sequence 'a-70' present in the AlphaFold Protein Gauss Code for PDB ID 1uak?,92,Biology and other natural sciences,"MSC code: 92
Domain: Biology and other natural sciences",gpt-5-mini,3.183014917,2025-11-19T11:20:22.266788+00:00
2297,2297,603,Which method has the highest LPIPS value?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,4.551123292,2025-11-19T11:20:22.806427+00:00
7710,7710,604,Which method has the highest FID score for W4A8 precision?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,4.494888583,2025-11-19T11:20:23.313977+00:00
3760,3760,607,Which section involves the use of voltage controlled current sources?,94,"Information and communication, circuits","MSC code: 94
Domain: Information and communication, circuits",gpt-5-mini,3.546201042,2025-11-19T11:20:24.808550+00:00
1875,1875,608,What is the average Novelty Score for Novelty Weights 2 and 3?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,3.10818,2025-11-19T11:20:25.051941+00:00
7296,7296,605,For which object group is the Ef formula most complex?,20,Group theory and generalizations,"MSC code: 20
Domain: Group theory and generalizations",gpt-5-mini,7.253266333,2025-11-19T11:20:26.141950+00:00
4296,4296,610,What is the unit of the variable C$_{ijαβ}$?,74,Mechanics of deformable solids,"MSC code: 74
Domain: Mechanics of deformable solids",gpt-5-mini,4.334053834,2025-11-19T11:20:27.140670+00:00
4796,4796,612,What is the sum of the performance differences between with and without anti-noise for the new dataset at 0dB and 5dB?,94,"Information and communication, circuits","MSC code: 94
Domain: Information and communication, circuits",gpt-5-mini,3.584801459,2025-11-19T11:20:28.393481+00:00
4459,4459,611,What is the difference in PSNR between NeROIC and NeRF-Casting [45] + AE?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,5.550481792,2025-11-19T11:20:28.864623+00:00
2758,2758,614,Which classification includes 'Real-time' in its use cases?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,3.993452792,2025-11-19T11:20:30.135555+00:00
2678,2678,609,What is the sum of the values in columns T 8 0 and T 2 A?,0,General and overarching topics; collections,"MSC code: 00
Domain: General and overarching topics; collections",gpt-5-mini,8.798036833,2025-11-19T11:20:31.065227+00:00
3068,3068,613,Which model uses minimal communication protocols and enhanced environmental feedback?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,7.450451125,2025-11-19T11:20:32.502568+00:00
3972,3972,615,What is the sum of accuracies for ViT-B using the 'I&S-ViT Zhong et al. (2023)' method across all bit-widths?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,5.470803708,2025-11-19T11:20:32.611656+00:00
7238,7238,618,What is the sum of all K₃ values across both H_p rows and both Betti(p) rows?,55,Algebraic topology,"MSC code: 55
Domain: Algebraic topology",gpt-5-mini,3.44333225,2025-11-19T11:20:33.580062+00:00
6941,6941,620,Which control method reaches 90% of the final value faster?,93,Systems theory; control,"MSC code: 93
Domain: Systems theory; control",gpt-5-mini,2.62174375,2025-11-19T11:20:35.124456+00:00
2809,2809,617,What is the difference between the values of 'Reciprocal Enhanced Configuration Model (RECM)' and 'Stylized Facts'?,5,Combinatorics,"MSC code: 05
Domain: Combinatorics",gpt-5-mini,6.258478125,2025-11-19T11:20:35.125247+00:00
7021,7021,616,What percentage of the total epochs are warmup epochs?,0,General and overarching topics; collections,"MSC code: 00
Domain: General and overarching topics; collections",gpt-5-mini,7.170389292,2025-11-19T11:20:35.564033+00:00
7861,7861,621,What is the difference between the highest and lowest learning rate used across all models?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,2.982642667,2025-11-19T11:20:35.594457+00:00
1920,1920,619,Which quantization level has the same accuracy as float32 but a different model size?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,5.725489125,2025-11-19T11:20:36.790884+00:00
3083,3083,622,Which model has the largest number of parameters?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,4.530028917,2025-11-19T11:20:38.110186+00:00
7657,7657,624,"What is the ratio of Sliding Mode Control TPL to Backstepping Control TPL, rounded to 2 decimal places?",93,Systems theory; control,"MSC code: 93
Domain: Systems theory; control",gpt-5-mini,3.568080125,2025-11-19T11:20:38.696170+00:00
1676,1676,626,What is the total number of samples for the datasets under SOAR-RNA?,92,Biology and other natural sciences,"MSC code: 92
Domain: Biology and other natural sciences",gpt-5-mini,3.637245042,2025-11-19T11:20:39.234504+00:00
3455,3455,625,"For Seen Tasks, which method has the highest average performance?",62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,4.195758542,2025-11-19T11:20:39.760200+00:00
2541,2541,627,Which section immediately follows 'The cubic model: an approximation'?,98,None of above,"MSC code: 98
Domain: None of above",gpt-5-mini,4.567021625,2025-11-19T11:20:41.358102+00:00
4553,4553,630,What is the model size for the quantization level with 111 cycles?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,4.814005875,2025-11-19T11:20:44.048674+00:00
1143,1143,623,"What is the total number of generators mentioned, including inactive ones?",20,Group theory and generalizations,"MSC code: 20
Domain: Group theory and generalizations",gpt-5-mini,9.444998625,2025-11-19T11:20:44.570466+00:00
3624,3624,628,Subtract the value in column T r 0 from the value in column T 1 A. What is the result?,97,Mathematics education,"MSC code: 97
Domain: Mathematics education",gpt-5-mini,7.720321292,2025-11-19T11:20:45.830677+00:00
6627,6627,631,How many modes have a positive value for coefficient b?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,6.451120375,2025-11-19T11:20:46.211510+00:00
3865,3865,629,What is the total change in h from the first to the last row?,97,Mathematics education,"MSC code: 97
Domain: Mathematics education",gpt-5-mini,8.818897792,2025-11-19T11:20:47.517566+00:00
6093,6093,635,Which model has the lowest MSE for Asphericity?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,2.837943375,2025-11-19T11:20:48.668788+00:00
4691,4691,633,How many unique mechanisms are listed in the table?,5,Combinatorics,"MSC code: 05
Domain: Combinatorics",gpt-5-mini,4.786877292,2025-11-19T11:20:48.835747+00:00
4040,4040,634,What is the difference between the highest and lowest SSIM values?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,5.283962208,2025-11-19T11:20:49.854712+00:00
5462,5462,638,What is the difference between the highest and lowest L_acc values?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,2.73544625,2025-11-19T11:20:51.404478+00:00
6148,6148,632,Which section comes immediately before 'Biased Markov Chain Sampling'?,60,Probability theory and stochastic processes,"MSC code: 60
Domain: Probability theory and stochastic processes",gpt-5-mini,10.09491733,2025-11-19T11:20:51.453184+00:00
4326,4326,636,Which data type combination has the highest F1 Score Mean?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,5.454636208,2025-11-19T11:20:51.666328+00:00
48,48,637,What is the difference between the average length of tasks completed by VPP(Ours) and Ablation.1?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,4.247271625,2025-11-19T11:20:51.764956+00:00
5271,5271,639,How many methods have a lower BBH benchmark score for the 7B-Instruct backbone compared to the 7B backbone?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,4.482182792,2025-11-19T11:20:53.318148+00:00
7669,7669,641,What is the difference between the 'All' score for 'Ours' and the highest 'All' score among the mPLUG models?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,3.711129334,2025-11-19T11:20:55.115772+00:00
2828,2828,644,Which method has a different training complexity compared to the others?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,4.138441125,2025-11-19T11:20:55.903539+00:00
7305,7305,643,Which weather condition shows the smallest gap between Drone→Satellite and Satellite→Drone performance for the MEAN(Ours) model?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,5.072133584,2025-11-19T11:20:56.738628+00:00
3690,3690,645,"If you add the proportions of Th1 and Th2, what is the result?",92,Biology and other natural sciences,"MSC code: 92
Domain: Biology and other natural sciences",gpt-5-mini,3.54740925,2025-11-19T11:20:56.865986+00:00
5717,5717,642,"If you add the TurnFaucet percentages and subtract the StackCube percentages for MLP and Behavior Transformer, what is the result?",62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,5.579753625,2025-11-19T11:20:57.033063+00:00
2389,2389,640,"In the PQV Formulation, what are the nonlinear components?",94,"Information and communication, circuits","MSC code: 94
Domain: Information and communication, circuits",gpt-5-mini,7.946652667,2025-11-19T11:20:57.801517+00:00
6484,6484,646,How many configurations have an IS value above 3.0?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,3.444631167,2025-11-19T11:20:58.560531+00:00
4918,4918,647,Which dataset category has the highest average Expert Accuracy?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,3.108263667,2025-11-19T11:20:59.011990+00:00
5308,5308,649,Which algorithm has a time complexity that is the sum of two separate O() terms?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,3.270358792,2025-11-19T11:21:00.136502+00:00
167,167,650,What is the difference in Wikitext-103 score between Human Data (Dolma) and Synthetic Data (Cosmopedia) at 25.2B tokens?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,3.527931625,2025-11-19T11:21:00.561188+00:00
1028,1028,648,Which task has the smallest training size?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,4.788591042,2025-11-19T11:21:01.527351+00:00
2680,2680,651,What is the sum of the Adder rate s$_{0}$ † for 'gly' and 'glu'?,92,Biology and other natural sciences,"MSC code: 92
Domain: Biology and other natural sciences",gpt-5-mini,3.885894583,2025-11-19T11:21:01.687493+00:00
7210,7210,654,What is the difference between the highest and lowest Trend Strength values?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,2.451810542,2025-11-19T11:21:02.588407+00:00
4023,4023,652,What is the sum of aRRMSE for Case 1 and Case 2?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,4.105453334,2025-11-19T11:21:02.666150+00:00
3456,3456,653,Which model has the highest RMSE for the 'Prom Str' category?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,5.366092584,2025-11-19T11:21:04.378379+00:00
3072,3072,656,"If you combine the state variables D$_{0}$, D, and T$_{1}$, which ImmuCellAI Cell Types do you get?",92,Biology and other natural sciences,"MSC code: 92
Domain: Biology and other natural sciences",gpt-5-mini,3.376017542,2025-11-19T11:21:04.903540+00:00
3236,3236,655,Which model has the second highest DEM F1 score?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,5.153269084,2025-11-19T11:21:05.714553+00:00
5085,5085,658,What is the difference in PER between HILOW and FTN for AntMaze-2?,68,Computer science,"MSC code: 68
Domain: Computer science",gpt-5-mini,4.06090075,2025-11-19T11:21:06.649469+00:00
6720,6720,659,How many control methods have an RMSE below 0.2?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,4.227156208,2025-11-19T11:21:06.893453+00:00
5771,5771,657,How many models have an ECE value below 0.06?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,6.129285458,2025-11-19T11:21:07.816914+00:00
7141,7141,661,How many datasets have all values (excluding standard deviations) above 90 across all columns?,62,Statistics,"MSC code: 62
Domain: Statistics",gpt-5-mini,3.5650215,2025-11-19T11:21:08.468727+00:00
